content,date,지점명,YearMonth
"아이스크림 맛있어요.
가끔 먹고 싶어져요.",2023-05-01,유성DT점,2023-05
굿,2023-05-01,유성DT점,2023-05
좋아요,2023-05-01,유성DT점,2023-05
굿,2023-05-01,유성DT점,2023-05
비가 엄청 오는데도 맥모닝때 사람 엄청 많았어요! 그래도 빨리빨리 나오는편!,2023-05-01,유성DT점,2023-05
ㅡ,2023-05-01,유성DT점,2023-05
"지난번에 너무 맛있어서 또 먹으러왔어용 지난번 
패티가 너무 맛있었는데 오늘도 맛있긴했어요
ㅎㅎㅎ 역시 햄버거는 맥도날드네요🤗",2023-05-01,유성DT점,2023-05
아이스크림 존맛,2023-05-01,유성DT점,2023-05
맥먹고 싶으면 자주가요,2023-05-01,유성DT점,2023-05
맛있어요 ,2023-05-01,유성DT점,2023-05
난 나이가 들어도 왜 햄버거가 좋은걸까...,2023-05-01,유성DT점,2023-05
맛나요,2023-05-01,유성DT점,2023-05
맛있어요,2023-04-01,유성DT점,2023-04
대전에서 세종들어갈때 들림,2023-04-01,유성DT점,2023-04
,2023-04-01,유성DT점,2023-04
굿굿,2023-04-01,유성DT점,2023-04
굿,2023-04-01,유성DT점,2023-04
굿굿,2023-04-01,유성DT점,2023-04
"오레오 맥플러리의
오레오 양",2023-04-01,유성DT점,2023-04
"대전 유성점 맥도날드 진짜 맛있는거같아요 퇴근하면서 드라이브스루했는데 친절하고 패티도 진짜 잘구어서 햄버거먹으면서 진~짜 
맛있다고 생각한거는 처음인듯 무엇보다 시킨 메뉴 다맛있었어요 감자튀김도 야들야들하고 텐더도 매콤 짭짤ㅋㅋㅋㅋ 슈니언버거 트
리플버거 먹어보고싶었는데 행사가 끝나서 아쉬웠어용",2023-04-01,유성DT점,2023-04
좋아요,2023-04-01,유성DT점,2023-04
초코콘 없어서 오레오라도..ㅠ,2023-04-01,유성DT점,2023-04
"아침 햄버거 세트도 맛있구
직원들도 친절합니다 박수 짝짝짝 힘내세요 ㅋ",2023-04-01,유성DT점,2023-04
"매장이 엄청~ 넓어 보이는데 생각보다 그렇게 넓진 않았어요 🤍 그래도 쾌적하게 이용했네요👍 맥날은 어딜가도 일관된 맛🥹 솔직히 
맛 평가는 다 똑같아서 할수가 없네요 ㅋㅋㅋㅋㅋㅋ  🚙드라이브 스루 이용 가능해서 다음에 한번 들려보려고요~~ 직원분들도 친절해
서 버스 기다리는 환승시간 30분 안에 기분 좋게 먹다 나왔습니다⭐️",2023-04-01,유성DT점,2023-04
친절하고 좋아요 ,2023-04-01,유성DT점,2023-04
친절하고 좋아요 ,2023-04-01,유성DT점,2023-04
좋아요,2023-04-01,유성DT점,2023-04
디티 펺,2023-04-01,유성DT점,2023-04
유성 햄버거 맛집,2023-04-01,유성DT점,2023-04
굿굿,2023-04-01,유성DT점,2023-04
맛있어요,2023-04-01,유성DT점,2023-04
사람 되게 많네요 ㅎㅎ,2023-04-01,유성DT점,2023-04
자두스무디맛있네요,2023-04-01,유성DT점,2023-04
쏘쏘 키오스크 어려워요,2023-04-01,유성DT점,2023-04
굿~,2023-04-01,유성DT점,2023-04
개더워서 에어컨틀어달라구함요,2023-04-01,유성DT점,2023-04
굿,2023-04-01,유성DT점,2023-04
대전맥날에서 감자튀김 젤 맛있는곳,2023-04-01,유성DT점,2023-04
친절하고 좋아요 ,2023-04-01,유성DT점,2023-04
드라이브스루,2023-04-01,유성DT점,2023-04
,2023-04-01,유성DT점,2023-04
맛은 항상 일정하게 좋습니다,2023-04-01,유성DT점,2023-04
맥모닝놓침,2023-04-01,유성DT점,2023-04
굿,2023-04-01,유성DT점,2023-04
굿,2023-04-01,유성DT점,2023-04
주문후 빨리나와서 좋네요,2023-04-01,유성DT점,2023-04
좋아요,2023-04-01,유성DT점,2023-04
좋아요~,2023-04-01,유성DT점,2023-04
,2023-04-01,유성DT점,2023-04
굿,2023-04-01,유성DT점,2023-04
굿,2023-04-01,유성DT점,2023-04
드라이브스루 좋아요.,2023-04-01,유성DT점,2023-04
감튀존맛,2023-04-01,유성DT점,2023-04
굿,2023-04-01,유성DT점,2023-04
좋아요 ,2023-04-01,유성DT점,2023-04
"Good morning
Macmorning",2023-04-01,유성DT점,2023-04
좋아요!,2023-04-01,유성DT점,2023-04
ㄱㄱ,2023-04-01,유성DT점,2023-04
좋아요,2023-04-01,유성DT점,2023-04
맥날 짱,2023-04-01,유성DT점,2023-04
"아이스크림 넘맛있다
언제 1100원이 된거지 ㄷㄷ",2023-04-01,유성DT점,2023-04
가볍게 먹기 좋아요,2023-04-01,유성DT점,2023-04
맥도날드 키오스크 편해요,2023-04-01,유성DT점,2023-04
맛있어요,2023-04-01,유성DT점,2023-04
맛있어요,2023-04-01,유성DT점,2023-04
맛있어요,2023-04-01,유성DT점,2023-04
굿굿,2023-04-01,유성DT점,2023-04
.,2023-04-01,유성DT점,2023-04
굿,2023-04-01,유성DT점,2023-04
좋아요 ,2023-04-01,유성DT점,2023-04
굿굿,2023-04-01,유성DT점,2023-04
굿,2023-04-01,유성DT점,2023-04
친절하고 좋아요 ,2023-04-01,유성DT점,2023-04
🙂,2023-04-01,유성DT점,2023-04
굿,2023-04-01,유성DT점,2023-04
맥도날드는 최고죠,2023-04-01,유성DT점,2023-04
햄버거 맛집입니다,2023-04-01,유성DT점,2023-04
주말과 점심에는 북적북적한곳ㅎㅎ 그치만 런치 포기할수 없지,2023-04-01,유성DT점,2023-04
굿,2023-04-01,유성DT점,2023-04
DT 라서 편해요,2023-04-01,유성DT점,2023-04
매장이 깔끔합니다.,2023-04-01,유성DT점,2023-04
직원분들 친절하시고 햄버거도 맛있지만 매장이.. 지저분해요..,2023-04-01,유성DT점,2023-04
사람이 많아 북적대고 매장도 협소해요,2023-03-01,유성DT점,2023-03
아이스크림 맛있어요!,2023-03-01,유성DT점,2023-03
드라이브 스루하기 너무 편하네요! ,2023-03-01,유성DT점,2023-03
🙂,2023-03-01,유성DT점,2023-03
좋아요 ,2023-03-01,유성DT점,2023-03
맛있어요,2023-03-01,유성DT점,2023-03
쏘굿,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
굳,2023-03-01,유성DT점,2023-03
굿굿 ,2023-03-01,유성DT점,2023-03
,2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
맥모닝 핫케이크 굿굿,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
맥날 좋아요 맛잇어요,2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
굿 👍,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
맛있어요,2023-03-01,유성DT점,2023-03
햄버거 맛있어요,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
좋아요!,2023-03-01,유성DT점,2023-03
요즘 맥도날드 버거가 버거에 소스가 줄어든 느낌  감자튀김도 소금양이 많아짐 유성 뿐아니라 다른지점도.. ㅠ ,2023-03-01,유성DT점,2023-03
맥드라이브 넘좋다,2023-03-01,유성DT점,2023-03
맛있어요,2023-03-01,유성DT점,2023-03
주차는 어려워요ㅠ dt 나 걸어가서 이용하는 편입니다,2023-03-01,유성DT점,2023-03
친절해요,2023-03-01,유성DT점,2023-03
조아요 ,2023-03-01,유성DT점,2023-03
.,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
유성DT점은 매장도 넓고 역 근처에 잇어서 자주 문하는 지점입니다. 다른 지점과는 다르게 맛있거나 그러진 않지만 접근성이 좋아서 자주 들리게 되는거 같습니다. 혼밥 하시는 분들도 자주 보여서 혼밥하기에도 좋은 지점인거같아요,2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
아침에 간단히 먹기 좋아요,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
맛나요 좋아요,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
맛있어요,2023-03-01,유성DT점,2023-03
햄버거가 작이진 느낌 ㅠㅠ,2023-03-01,유성DT점,2023-03
,2023-03-01,유성DT점,2023-03
할인율 좋아요,2023-03-01,유성DT점,2023-03
ㄱㅅ,2023-03-01,유성DT점,2023-03
소스가 맛있어요,2023-03-01,유성DT점,2023-03
오랜에블라랙퍼스트,2023-03-01,유성DT점,2023-03
굳,2023-03-01,유성DT점,2023-03
"간단히 아침 즐기러왔어요
주차도 편하고 좋네요",2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
대전에 드라이브스루 많이생기길 바랍니다,2023-03-01,유성DT점,2023-03
"뉴진스 굿즈를 기대했지만 없어서 아쉽ㅋㅠ
그래도 잘 먹었어요~!
#치킨버거세트류 #봉명동",2023-03-01,유성DT점,2023-03
맛있어요,2023-03-01,유성DT점,2023-03
굿~~,2023-03-01,유성DT점,2023-03
맥도,2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
맛있어요,2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
굳,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
엄청 빨리나오고 괜찮네요…,2023-03-01,유성DT점,2023-03
"New 맥스파이시 크리미(?) 먹엇는데요 제품사진을 봣지만 베이컨 들엇는지 캐치를 못햇,, 전 원래먹던 스파이시상하이가 더 맛잇네요 
:)",2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
맛있음,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
조아요,2023-03-01,유성DT점,2023-03
친절,2023-03-01,유성DT점,2023-03
주말아침맥모닝은 행복,2023-03-01,유성DT점,2023-03
맥날은 언제나  편한곳,2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
ㄱ구굿,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
가성비 굳,2023-03-01,유성DT점,2023-03
시간떼우기 좋아요,2023-03-01,유성DT점,2023-03
맥도날드 맛있습니다ㅎ,2023-03-01,유성DT점,2023-03
집앞이라 애용해요^^,2023-03-01,유성DT점,2023-03
멕날 아이수쿠림 짱,2023-03-01,유성DT점,2023-03
햄버거 🍔 맛있었어요~~,2023-03-01,유성DT점,2023-03
맥날은 역시 맥너겟이 짱,2023-03-01,유성DT점,2023-03
좋아요,2023-03-01,유성DT점,2023-03
맛있어요,2023-03-01,유성DT점,2023-03
굿,2023-03-01,유성DT점,2023-03
굿 ,2023-02-01,유성DT점,2023-02
"참새방앗간 
넘좋아요",2023-02-01,유성DT점,2023-02
맥날 감튀짱,2023-02-01,유성DT점,2023-02
할인해서 먹어봄 개춘하네요 ㅋㅋㅋ,2023-02-01,유성DT점,2023-02
굿,2023-02-01,유성DT점,2023-02
매장이 넓어서 좋아요,2023-02-01,유성DT점,2023-02
좋아요,2023-02-01,유성DT점,2023-02
좋아요 ,2023-02-01,유성DT점,2023-02
맥너겟은 맛있는데 쉬림프스낵랩은 좀 넘...창령스...,2023-02-01,유성DT점,2023-02
오랜만에 먹으니 맛있네요,2023-02-01,유성DT점,2023-02
"가성비 짱이라 자주 사먹어용
매장도 넓고 화장실도 청결해서 좋습니당 ㅎㅎ",2023-02-01,유성DT점,2023-02
.,2023-02-01,유성DT점,2023-02
"맥날 라떼🤎🤍 원두 꼬숩고 좋아요👍🏻
",2023-02-01,유성DT점,2023-02
"2층에 충전기 꽂을 수 있는 테이블이 있어요, 폰 배터리 교체하고 덕분에 충전하고 갑니당",2023-02-01,유성DT점,2023-02
굿,2023-02-01,유성DT점,2023-02
굿,2023-02-01,유성DT점,2023-02
친절하네요..,2023-02-01,유성DT점,2023-02
맥도날드 맥모닝 맛있어요~~~,2023-02-01,유성DT점,2023-02
"맛잇게먹구가요
근데 좀 지저분해요ㅠㅠ",2023-02-01,유성DT점,2023-02
굿,2023-02-01,유성DT점,2023-02
굳,2023-02-01,유성DT점,2023-02
굿,2023-02-01,유성DT점,2023-02
굿굿,2023-02-01,유성DT점,2023-02
ㄱ,2023-02-01,유성DT점,2023-02
친절,2023-02-01,유성DT점,2023-02
조아요,2023-02-01,유성DT점,2023-02
여행전 든든하게 먹고 출바알~😎💪🏻,2023-02-01,유성DT점,2023-02
좋아요,2023-02-01,유성DT점,2023-02
.,2023-02-01,유성DT점,2023-02
맥도널드 좋아요,2023-02-01,유성DT점,2023-02
ㄱ,2023-02-01,유성DT점,2023-02
굿,2023-02-01,유성DT점,2023-02
,2023-02-01,유성DT점,2023-02
맛있어요!,2023-02-01,유성DT점,2023-02
굿,2023-02-01,유성DT점,2023-02
주차하기 편한 곳이에요~,2023-02-01,유성DT점,2023-02
친절하고 빠르고 좋아요,2023-02-01,유성DT점,2023-02
맛있게 잘 먹었어요,2023-02-01,유성DT점,2023-02
맛있어요,2023-02-01,유성DT점,2023-02
맛있어요! 근데 너무 막 만드심ㅠ,2023-02-01,유성DT점,2023-02
맛있고 활기있는 분위기가 좋아요 :) ,2023-02-01,유성DT점,2023-02
굿,2023-02-01,유성DT점,2023-02
좋아요,2023-02-01,유성DT점,2023-02
ㆍ,2023-02-01,유성DT점,2023-02
커피가 맛나요,2023-02-01,유성DT점,2023-02
좋아요 ,2023-02-01,유성DT점,2023-02
참깨빵위에순쇠고기패티두장특별한소스양상추치즈피클양파까지빰빰빠밤빰,2023-02-01,유성DT점,2023-02
맥모닝은 역시 마시써,2023-02-01,유성DT점,2023-02
Normal,2023-02-01,유성DT점,2023-02
,2023-02-01,유성DT점,2023-02
맛있ㅇㅣ요,2023-02-01,유성DT점,2023-02
🙂,2023-02-01,유성DT점,2023-02
좋아요 ,2023-02-01,유성DT점,2023-02
맥날 종종 생각나서 들러요~ 슈슈버거 맛남,2023-02-01,유성DT점,2023-02
맥모닝 굿,2023-02-01,유성DT점,2023-02
좋아용 굿굴,2023-02-01,유성DT점,2023-02
!!!,2023-02-01,유성DT점,2023-02
친절해요,2023-02-01,유성DT점,2023-02
감자튀김 맛있어요,2023-02-01,유성DT점,2023-02
항상 맛있게 잘 먹고 있어요,2023-02-01,유성DT점,2023-02
좋아요,2023-02-01,유성DT점,2023-02
구ㅛ,2023-02-01,유성DT점,2023-02
맥런치,2023-02-01,유성DT점,2023-02
조아요,2023-02-01,유성DT점,2023-02
좋아요,2023-02-01,유성DT점,2023-02
맥날 바닐라라떼 처음 도전했는데 시럽을 빼먹은 건지 원래 물탄 밍밍한 맛인 건지 알 수 없는 경험을 했습니다..🫠,2023-02-01,유성DT점,2023-02
굿굿,2023-02-01,유성DT점,2023-02
dt에서 신메뉴 사와서 3분거리 집에 들어와서 바로 몇입먹고 이건 아닌거같아서 리뷰씁니다. 번은 꾹꾹 눌러놓은것처럼 퍽퍽하고 베이컨은 딱딱하고 패티는 수분기 하나 없어서 고무 씹는거같네요. 전화해서 만든지 조금 된건가요라고 물었는데 아니라고 하더라고요. 버거 상태를 설명하고서야 사과하시는데 이런일이 있으면 안되죠... 세트 8500원인데 이 돈가지고 편의점 햄버거 먹는게 더 맛있겠네요.,2023-02-01,유성DT점,2023-02
햄버거는 맥날,2023-02-01,유성DT점,2023-02
아들이 맛있어 하네요,2023-02-01,유성DT점,2023-02
굿굿,2023-02-01,유성DT점,2023-02
"감자튀김에 소금을 빼달랬는데 아주 소금 범벅을 해주셨더라구요? 몇개 집어먹고 깜짝 놀랐습니다.
분명 새로 튀긴거같던데 어떤건 너무 짜고 어떤건 따뜻하니 괜찮았고 도대체 어떻게 하신건가요??",2023-02-01,유성DT점,2023-02
불고기버거도 맛있고 2층 테이블이 조금 지저분하긴 하지만 이야기하면서 먹기 좋아요,2023-02-01,유성DT점,2023-02
굿,2023-02-01,유성DT점,2023-02
굿,2023-02-01,유성DT점,2023-02
좋아요~다만 햄버거 포장상태는 알바생에 따라 많이 달라지는듯 하네요,2023-02-01,유성DT점,2023-02
늘 맛있는 맥도날드 🍔🍟 컬리후라이로 업그레이드 프리라 더 해픠💓,2023-02-01,유성DT점,2023-02
쿼터파운드 세트 먹었는데~ 빨리 나오고 맛있어요. ,2023-02-01,유성DT점,2023-02
굿굿,2023-01-01,유성DT점,2023-01
"매장에서 바로 먹어서 더 따뜻하고 맛있어요 
맛있게 잘 먹었습니다 :)  ",2023-01-01,유성DT점,2023-01
유성 맥날은 진리입니다,2023-01-01,유성DT점,2023-01
ㄱ,2023-01-01,유성DT점,2023-01
쏘쏘입니다^^  맥도날드 아시자나요 ,2023-01-01,유성DT점,2023-01
좋아요,2023-01-01,유성DT점,2023-01
햄버거 스낵랩 맛잇어요 ,2023-01-01,유성DT점,2023-01
맛있어요 ,2023-01-01,유성DT점,2023-01
좋아요,2023-01-01,유성DT점,2023-01
맛있었어요 ㅎ 그런데 친절하신분들도 있는데 바빠서인지 조금 퉁명스런 분도계시더라구요,2023-01-01,유성DT점,2023-01
좋아요,2023-01-01,유성DT점,2023-01
굿굿,2023-01-01,유성DT점,2023-01
아이와 딱이에요~,2023-01-01,유성DT점,2023-01
ㄱ,2023-01-01,유성DT점,2023-01
ㅋ,2023-01-01,유성DT점,2023-01
조아요,2023-01-01,유성DT점,2023-01
감자튀김 맛있어요~~,2023-01-01,유성DT점,2023-01
굿,2023-01-01,유성DT점,2023-01
"추운 겨울엔 먹는 아이스크림이 최고네요.!
특히 초코가 달달~",2023-01-01,유성DT점,2023-01
ㅎ,2023-01-01,유성DT점,2023-01
맥드라이브하기 좋아요 ,2023-01-01,유성DT점,2023-01
조아요,2023-01-01,유성DT점,2023-01
좋아요 ,2023-01-01,유성DT점,2023-01
좋아요,2023-01-01,유성DT점,2023-01
ㅋ,2023-01-01,유성DT점,2023-01
"그냥 맥도날드
긎",2023-01-01,유성DT점,2023-01
"맥모닝세트  가격도 저렴하고
맛있이서  간편한 아침 식사로 좋아요",2023-01-01,유성DT점,2023-01
아메리카노 최고에요 굿,2023-01-01,유성DT점,2023-01
맥도날드 빅맥은 단연최고~!!,2023-01-01,유성DT점,2023-01
굿굿,2023-01-01,유성DT점,2023-01
맥도는 역시 맛나요!!,2023-01-01,유성DT점,2023-01
굿,2023-01-01,유성DT점,2023-01
친절해요,2023-01-01,유성DT점,2023-01
ㅎ,2023-01-01,유성DT점,2023-01
굿,2023-01-01,유성DT점,2023-01
굿,2023-01-01,유성DT점,2023-01
굿굿,2023-01-01,유성DT점,2023-01
주로 밤에 가는데 항상 퇴식구가 터져있네요 2층 너무 추워요 온풍기는 안돌아가고 손님들이 체온으로 매장을 데워주는 중,2023-01-01,유성DT점,2023-01
좋아요,2023-01-01,유성DT점,2023-01
맥플 맛있어요,2023-01-01,유성DT점,2023-01
맛있어요,2023-01-01,유성DT점,2023-01
맛있습니다,2023-01-01,유성DT점,2023-01
맥모닝 빠르게 나오고 너무 맛있습니다!!,2023-01-01,유성DT점,2023-01
굿,2023-01-01,유성DT점,2023-01
좋아요 ,2023-01-01,유성DT점,2023-01
